,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間
,,,,,,6,text,text,（僅限單手劍、雙劍除外）習得此技能後，獲得破壞之刃的被動威力提升效果。效果量為:技能倍率+${20*SLv+$BDEX*0.5}%。,,,,,,,
,,,,,,,,skill,破壞之刃,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
17,,非預設,雙劍,,,3,,total_damage_B,10,,,,,,,
,,,,,,,,condition,下一招技能,,,,,,,
,,,,,,2,,end_condition,直到下一招技能,,,,,,,
,,,,,,4,,,,,,,,,,
,,,,,,5,list,text,使用任意技能後，即使不是攻擊技能，靈氣狀態都會消失。,,,,,,,
,,,,,,6,,,,,,,,,,
17,,非預設,雙手劍,,,1,,frequency,1,,,,,,,
,,,,,,2,,additional_meele,"Math.max(0,10*SLv-50)",,,,,,,
,,,,,,,,end_condition,直到下一招技能,,,,,,,
,,,,,,3,,total_damage_B,30,,,,,,,
,,,,,,,,condition,下一招技能,,,,,,,
,,,,,,4,,,,,,,,,,
,,,,,,5,list,text,使用任意技能後，即使不是攻擊技能，靈氣狀態都會消失。,,,,,,,
,,,,,,6,,,,,,,,,,
17,,歷史紀錄,0,2024/04/18,,-,text,text,增加單手劍限定的被動效果。,,,,,,,
,,,,,,6,,text,無此效果,,,,,,,
18,劍斗,預設/and,單手劍,盾牌,,1,effect,name,劍斗,,0 ,,瞬發,不可放入連擊的第一招,快,
,,,,,,,,end_condition,${SLv}次,,,,,,,
,,,,,,,,duration,10,,,,,,,
,,,,,,,,caption,受到的傷害減輕${SLv*2}%，減傷的同時回復((總攻擊MP回復×${SLv/10}))的MP。,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,-,extra,condition,持續時間結束時,,,,,,,
,,,,,,,,caption,若減傷次數尚有剩餘，回復((剩餘次數×10))的MP。,,,,,,,
,,,,,,2,,,,,,,,,,
18,,非預設,單手劍,,,1,,caption,受到的傷害減輕${SLv}%，減傷的同時回復((總攻擊MP回復×${SLv/10}))的MP。,,,,,,,
18,,非預設,雙劍,,,1,,caption,受到的傷害減輕${SLv*2}%，減傷的同時回復((總攻擊MP回復×${SLv/40}))的MP。,,,,,,,
,,,,,,2,tips,text,注意，雙劍的總攻擊MP回復是普通的兩倍。請看#[雙劍特性說明]。,,,,,,,
18,,非預設,雙手劍,,,1,,caption,受到的傷害減輕${SLv*2}%，減傷的同時回復((總攻擊MP回復×${75*SLv/1000}))的MP。,,,,,,,
18,,歷史紀錄,0,2025/04/24,,1,,caption,受到的傷害減輕${SLv}%，減傷的同時回復((總攻擊MP回復×${SLv/10}))的MP。,,,,,,,
19,錘擊,預設,雙手劍,,,-,proration,damage,physical,,100 ,main,瞬發,可以放入連擊,快,
,,,,,,-,damage,name,錘擊,,,,,,,
,,,,,,,,constant,100,,,,,,,
,,,,,,,,multiplier,100+5*SLv+$VIT+$BSTR*0.2,,,,,,,
,,,,,,,,radius,3,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,condition,對處於#[控制類異常]的目標,,,,,,,
,,,,,,,,caption,此傷害#[必定暴擊]。,,,,,,,
,,,,,,-,extra,condition,連續使用此技能時,,,,,,,
,,,,,,,,caption,MP消耗變為0、使慣性類型變為一般攻擊、無法於連擊開頭使用。,,,,,,,
,,,,,,-,list,text,使用任意技能，都會使MP消耗為0的狀態中斷。,,,,,,,
20,橫斬披靡,預設,雙手劍,,,-,text,text,以自身為中心施展橫斬披靡，捲入越多敵人時威力越強，並能回復MP。,,300 ,main,瞬發,可以放入連擊,稍快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,橫斬披靡,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,name,橫斬披靡,,,,,,,
,,,,,,,,constant,150+15*SLv+$VIT,,,,,,,
,,,,,,,,multiplier,150+10*SLv+$STR*0.5*extra[0],,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,3,,,,,,,
,,,,,,,,end_position,self,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,formula_extra,texts,(命中的敵人數量-1),,,,,,,
,,,,,,-,extra,caption,MP回復((100×(命中的敵人數量-1) )),,,,,,,
,,,,,,,,condition,命中多個敵人時,,,,,,,
,,,,,,-,list,text,公式中的命中敵人數量，最大為4。,,,,,,,
,,,,,,-,list,text,回復的MP量不可超過施展時的實際消費MP。,,,,,,,
,,,,,,,,mark,實際消費MP,,,,,,,
21,風暴烈焰,預設,雙手劍,,,-,text,text,習得此技能後，每次一般攻擊命中都會累積風之力層數。發動此技能時，消耗風之力層數提高技能倍率、攻擊範圍、MP回復量。,,200 ,16 ,瞬發,可以放入連擊,稍快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,
,,,,,,-,list,text,風之力層數的上限為((10+角色基礎DEX÷25))，單次技能最多消耗10層。,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,
,,,,,,-,list,text,爆氣斬的一般攻擊動作可以增加2層風之力層數。,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,
,,,,,,,,skill,爆氣斬,,,,,,,
,,,,,,-,list,text,錘擊在消耗MP為0時也可以提升風之力層數（一次技能+1層，與命中數無關）。,,,,,,,
,,,,,,,,skill,錘擊,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,
,,,,,,-,list,text,至少要有一層風之力層數才能施展本技能，否則會白白浪費MP。,,,,,,,
,,,,,,,,mark,風之力層數,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,name,風之力層數,,,,,,,
,,,,,,,,default,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,name,風暴烈焰,,,,,,,
,,,,,,,,constant,100+10*SLv+$VIT,,,,,,,
,,,,,,,,multiplier,(50+5*SLv)*stack,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,effective_area,line,,,,,,,
,,,,,,,,radius,2+0.4*stack,,,,,,,
,,,,,,,,move_distance,16,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,extra,caption,MP回復${3*stack*stack},,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,list,text,此技能傷害不受大師級劍術影響。,,,,,,,
,,,,,,,,skill,大師級劍術,,,,,,,
22,守護之刃,預設,雙手劍,,,-,text,text,自身獲得守護之刃狀態，強化自身的防禦能力。,,,300 ,瞬發,可以放入連擊,快,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,守護之刃,,,,,,,
,,,,,,-,effect,name,守護之刃,,,,,,,
,,,,,,,,duration,70,,,,,,,
,,,,,,,,physical_resistance,SLv,,,,,,,
,,,,,,,,magic_resistance,SLv,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,extra,condition,新獲得狀態時（覆蓋狀態不算）,,,,,,,
,,,,,,,,caption,當前阻擋力回復((${2.5*SLv}+角色總VIT×0.1))%。,,,,,,,
,,,,,,-,extra,caption,使武器精煉值如同防具精煉值般作用（即所有傷害減輕((武器精煉值))%）,,,,,,,
,,,,,,,,mark,武器精煉值,,,,,,,
,,,,,,-,extra,caption,使該次傷害附帶的#[控制類異常]無效化。,,,,,,,
,,,,,,,,condition,發生精準阻擋時,,,,,,,
,,,,,,-,list,text,當阻擋力歸零，此狀態將立即結束，並且在阻擋功能可用之前將無法再次使用本技能。,,,,,,,
,,,,,,-,list,text,#[控制類異常]無效化的效果，對紅字異常亦適用。,,,,,,,
23,魔怪斬,預設,雙手劍,,,-,text,text,對目標進行魔怪斬，並在目標當前位置腳下放置鬼力，鬼力會在4秒後對範圍內敵人造成鬼力爆發傷害。,,500 ,main,瞬發,可以放入連擊,稍慢,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,mark,"鬼力爆發,魔怪斬",,,,,,,
,,,,,,-,list,text,鬼力為可疊層狀態，最高可累積20層，單次技能最多消耗10層。,,,,,,,
,,,,,,,,mark,鬼力,,,,,,,
,,,,,,-,list,text,進入戰鬥時，會立即獲得${Math.floor(SLv/2)}鬼力層數，此外每次進行以下行動都會使層數+1：踩到攻擊警告範圍、受到傷害、精準阻擋成功。,,,,,,,
,,,,,,,,mark,鬼力,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,0,,,,,,,
,,,,,,,,max,10,,,,,,,
,,,,,,,,name,消耗鬼力層數,,,,,,,
,,,,,,,,default,10,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,-,damage,name,魔怪斬,,,,,,,
,,,,,,,,constant,$DEX,,,,,,,
,,,,,,,,multiplier,$BSTR+$BVIT,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,damage,name,鬼力爆發,,,,,,,
,,,,,,,,constant,500,,,,,,,
,,,,,,,,multiplier,200*stack,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,radius,2,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,-,extra,physical_pierce,SLv*stack,,,,,,,
,,,,,,-,extra,condition,動作期間,,,,,,,
,,,,,,,,caption,免疫#[控制類異常]。,,,,,,,
,,,,,,-,list,text,算上此技能的加成，角色物理貫穿超出100的部分會提升魔怪斬(第一段傷害)的倍率：每1點物理貫穿使魔怪斬的傷害倍率+1。,,,,,,,
,,,,,,,,mark,"物理貫穿,魔怪斬",,,,,,,
,,,,,,-,text,text,魔怪斬施展後，獲得鬼力附身效果。,,,,,,,
,,,,,,,,mark,"鬼力附身,魔怪斬",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,1,effect,name,鬼力附身,,,,,,,
,,,,,,,,duration,10+5*SLv,,,,,,,
,,,,,,,,caption,每次消耗MP都將回復HP，回復量為((消費MP量的平方÷100))。,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,-,extra,condition,強化爆氣斬,,,,,,,
,,,,,,,,caption,所有傷害倍率變為2倍、並附帶${stack*SLv}%的物理貫穿、DEF/MDEF懲罰減半。,,,,,,,
,,,,,,-,extra,condition,狂戰士之怒狀態,,,,,,,
,,,,,,,,caption,穩定率下降效果減半（例如-25%變成-12%）。,,,,,,,
,,,,,,-,list,text,雖然鬼力爆發傷害在第一段許久後才造成，但計算傷害公式中的慣性值時，兩者取值相同。,,,,,,,
,,,,,,,,,,,,,,,,
23,,歷史紀錄,0,2025/04/23,,1,,duration,3+2*SLv,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,1,射擊技能,,,,,,,,,,,,,,
0,威力射擊,預設,弓,,,-,proration,damage,physical,,100,16,須蓄力,可以放入連擊,,6.5-Math.floor(SLv/2)*0.5
,,,,,,1,damage,constant,50+8*SLv,,,,,,,
,,,,,,,,multiplier,125+5*SLv,,,,,,,
,,,,,,,,ailment_name,翻覆,,,,,,,
,,,,,,,,ailment_chance,60+Math.floor((SLv-1)/3)*10,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,66~45,,,,,,,
,,,,,,-,extra,condition,目標處於#[遲緩]狀態時,,,,,,,
,,,,,,,,critical_rate,5*SLv,,,,,,,
,,,,,,-,list,text,此技能蓄力速度不受詠唱速度影響。,,,,,,,
0,,非預設,弩,,,1,,ailment_chance,-20+Math.floor((SLv-1)/3)*10,,,,,,,5.5-Math.floor(SLv/2)*0.5
0,,非預設,,箭矢,,1,,ailment_chance,20+Math.floor((SLv-1)/3)*10,,,,,,,
1,渦輪射擊,預設,弓,,,-,text,text,對目標進行三次射擊，每一擊附帶的物理貫穿將越來越高。,,200,12,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,30+SLv*4,,,,,,,
,,,,,,,,multiplier,50+SLv*5,,,,,,,
,,,,,,,,multiplier.registlet,5*RLv,,,,,,,
,,,,,,,,frequency,3,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,2,extra,physical_pierce,4*SLv,,,,,,,
,,,,,,,,condition,第二擊,,,,,,,
,,,,,,3,extra,physical_pierce,8*SLv,,,,,,,
,,,,,,,,condition,第三擊,,,,,,,
1,,非預設,弩,,,1,,multiplier,25+SLv*5,,,,,,,
,,,,,,2,,physical_pierce,10+4*SLv,,,,,,,
,,,,,,3,,physical_pierce,20+8*SLv,,,,,,,
1,,非預設,,箭矢,,1,,multiplier,25+SLv*5,,,,,,,
2,弱點狙擊,預設,弓,,,-,proration,damage,physical,,400,16,須蓄力,可以放入連擊,,5-Math.floor((SLv-1)*0.5)
,,,,,,1,damage,constant,300+SLv*10,,,,,,,
,,,,,,,,multiplier,900+SLv*10,,,,,,,
,,,,,,,,ailment_name,降防,,,,,,,
,,,,,,,,ailment_chance,80+SLv*2,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,66~41,,,,,,,
,,,,,,2,extra,caption,此傷害#[必定命中]。,,,,,,,
,,,,,,,,condition,目標處於#[盲目]狀態時,,,,,,,
,,,,,,3,extra,critical_rate,-10+SLv,~,,,,,,
,,,,,,-,list,text,此技能蓄力速度不受詠唱速度影響。,,,,,,,
2,,非預設,弩,,,1,,multiplier,1000+SLv*10,,,,,,,4.5-Math.floor((SLv-1)*0.5)
,,,,,,,,ailment_chance,"Math.max(0,-10+SLv*2)",,,,,,,
,,,,,,3,,critical_rate,-25,~,,,,,,
,,,,,,,,stability,20,,,,,,,
2,,非預設,,箭矢,,1,,multiplier,700+SLv*10,,,,,,,
,,,,,,,,ailment_chance,50+SLv*2,,,,,,,
,,,,,,3,,critical_rate,-25,~,,,,,,
2,,歷史紀錄,1,2020/07/16,,-,text,text,增加效果：此技能傷害穩定率提升。,,,,,,,
,,,,,,3,,stability,0,,,,,,,
3,箭雨,預設,弓,,,-,proration,damage,physical,,300,12,瞬發,可以放入連擊,,
,,,,,,1,damage,constant,60+Math.floor((SLv-1)/2)*10,,,,,,,
,,,,,,,,multiplier,100+Math.floor(SLv/2)*6,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,radius,4,,,,,,,
,,,,,,,,frequency,2+Math.floor(SLv/3)*2,,,,,,,
,,,,,,,,frequency.registlet,RLv*2,,,,,,,
,,,,,,,,duration,1+Math.floor(SLv/3),,,,,,,
,,,,,,,,duration.registlet,RLv,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,is_place,1,,,,,,,
,,,,,,,,cycle,0.5,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
3,,非預設,弩,,,1,,multiplier,170+Math.floor(SLv/2)*6,,,,,,,
,,,,,,,,radius,2,,,,,,,
,,,,,,,,frequency,1+Math.floor(SLv/3),,,,,,,
,,,,,,,,cycle,1,,,,,,,
,,,,,,,,frequency.registlet,RLv,,,,,,,
,,,,,,,,duration.registlet,RLv/2,,,,,,,
3,,非預設,,箭矢,,1,,radius,2,,,,,,,
,,,,,,,,frequency,1+Math.floor(SLv/3),,,,,,,
,,,,,,,,cycle,1,,,,,,,
,,,,,,,,frequency.registlet,RLv,,,,,,,
,,,,,,,,duration.registlet,RLv/2,,,,,,,
4,交叉火線,預設,弓,,,-,text,text,施放完畢後，若未處於充能狀態，將會獲得充能狀態。若已處於充能且充能層數大於0層，將會進行全彈發射。,,400,12,瞬發,可以放入連擊,,
,,,,,,,,branch,"充能層數, 充能 ,全彈發射",,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,effect,name,充能,,,,,,,
,,,,,,,,caption,使下次使用交叉火線時，MP消耗變為0，並結束該狀態。,,,,,,,
,,,,,,,,mark,交叉火線,,,,,,,
,,,,,,,,condition,未處於充能狀態,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,
,,,,,,-,text,text,充能層數將在發動後1/3/8/18/35秒時增加。受到任何傷害或充能達最大層數時，充能將會停止。,,,,,,,
,,,,,,,,mark,充能,,,,,,,
,,,,,,-,group,size,1,,,,,,,
,,,,,,-,tips,text,充能期間角色手上會出現一顆橘色的小球，若小球變成紅色表示充能已停止。,,,,,,,
,,,,,,-,stack,id,1,,,,,,,
,,,,,,,,min,1,,,,,,,
,,,,,,,,max,Math.floor((SLv-1)/3)+2,,,,,,,
,,,,,,,,name,充能層數,,,,,,,
,,,,,,-,effect,name,全彈發射,,,,,,,
,,,,,,,,condition,充能狀態層數大於0,,,,,,,
,,,,,,,,caption,朝向目標發射主彈，並接著發射${stack-1}次的追加子彈。如果場上存在分身射手創造的分身，分身將同時發射分身火線。,,,,,,,
,,,,,,,,branch,"主彈, 追加子彈, 分身火線",,,,,,,
,,,,,,,,skill,分身射手,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,-,text,text,技能傷害,,,,,,,
,,,,,,,,icon,potum,,,,,,,
,,,,,,-,group,size,4,,,,,,,
,,,,,,,,expansion_default,1,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,name,主彈傷害,,,,,,,
,,,,,,,,constant,300+10*SLv,,,,,,,
,,,,,,,,multiplier,(450+50*SLv)*stack+$BDEX*0.2*stack,,,,,,,
,,,,,,,,type,AOE,,,,,,,
,,,,,,,,effective_area,line,,,,,,,
,,,,,,,,radius,2,,,,,,,
,,,,,,,,move_distance,100,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,2,damage,name,追加子彈傷害,,,,,,,
,,,,,,,,frequency,stack-1,,,,,,,
,,,,,,,,constant,300+10*SLv,,,,,,,
,,,,,,,,multiplier,200,,,,,,,
,,,,,,,,type,single,,,,,,,
,,,,,,,,title,each,,,,,,,
,,,,,,,,judgment,separate,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,range_damage,0,,,,,,,
,,,,,,,,skill_long_range,0,,,,,,,
,,,,,,4,,,,,,,,,,
,,,,,,3,damage,name,分身火線,,,,,,,
,,,,,,,,constant,60+2*SLv,,,,,,,
,,,,,,,,multiplier,(80+10*SLv)*stack,,,,,,,
,,,,,,,,stack_id,1,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,-,list,text,若充能未達1秒就受到傷害，充能狀態將直接結束。,,,,,,,
,,,,,,-,list,text,若充能未達1秒就再次使用本技能，狀態會直接結束且不造成傷害，角色頭上將會冒出問號。,,,,,,,
,,,,,,-,list,text,使用斬釘截鐵成功格檔傷害時，充能將不會停止。,,,,,,,
,,,,,,,,skill,斬釘截鐵,,,,,,,
,,,,,,-,list,text,此技能射程在系統上視為![100]m，但實際上，對於超出![24]m的怪物，須先使其在活躍狀態下(有顯示血條)才能造成傷害。,,,,,,,
,,,,,,-,list,text,此技能的傷害將同時受「充能」及「發射」，兩者的連擊效果影響，但同樣的連擊效果無法重覆作用。並且，最終連擊傷害倍率不會超過![150%]。,,,,,,,
,,,,,,-,tips,text,例如，充能時受到「補位-60%」、「增幅+50%」連擊效果，而發射時受到「增幅+50%」連擊效果，則連擊倍率是「1-60%+50%+0%（增幅效果重複）」，即90%，而非140%。,,,,,,,
,,,,,,-,list,text,當技能效果為「充能」時，此技能被視為狀態類技能，故部分連擊效果無法生效。,,,,,,,
,,,,,,-,tips,text,目前已確認：#[吸血]的吸血效果、#[心眼]，放在「充能」連擊中無效；吸血的血氣效果、#[增幅]有效。,,,,,,,
,,,,,,-,list,text,分身火線的傷害僅受交叉火線之連擊效果影響，分身射手之連擊效果不影響。,,,,,,,
,,,,,,,,mark,"分身火線, 交叉火線",,,,,,,
,,,,,,,,skill,分身射手,,,,,,,
,,,,,,-,list,text,此技能不受匿蹤技能影響。<br>強打、近、遠距離威力提升、遠程狙擊可影響主彈與分身子彈傷害，但追加子彈不受影響。,,,,,,,
,,,,,,,,skill,"遠程狙擊, 匿蹤, 強打",,,,,,,
,,,,,,,,mark,"主彈, 追加子彈, 分身子彈",,,,,,,
,,,,,,,,,,,,,,,,
4,,非預設,弩,,,1,,multiplier,(400+50*SLv)*stack,,,,,,,
,,,,,,,,radius,1,,,,,,,
,,,,,,2,,multiplier,300,,,,,,,
,,,,,,4,extra,physical_pierce,$BDEX*0.1,,,,,,,
4,,歷史紀錄,0,2020/07/16,,-,text,text,主彈傷害提升、主彈與分身子彈受距離威力及相關技能加成影響。,,,,,,,
,,,,,,1,,range_damage,0,,,,,,,
,,,,,,,,multiplier,(500+50*SLv)*stack,,,,,,,
,,,,,,3,,range_damage,0,,,,,,,
4,,歷史紀錄,1,2020/07/16,,-,text,text,追加子彈附帶物理貫穿、主彈與分身子彈受距離威力及相關技能加成影響。,,,,,,,
,,,,,,1,,range_damage,0,,,,,,,
,,,,,,3,,range_damage,0,,,,,,,
,,,,,,4,,physical_pierce,0,,,,,,,
,,,,,,,,,,,,,,,,
5,黏液射擊,預設,弓,,,-,text,text,對目標施展黏液射擊。若本次攻擊可成功對目標造成異常狀態，技能效果獲得強化。,,100,14,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,branch,黏液射擊,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,50+SLv*5,,,,,,,
,,,,,,,,multiplier,100+SLv*5,,,,,,,
,,,,,,,,ailment_name,遲緩,,,,,,,
,,,,,,,,ailment_chance,80+SLv*2,,,,,,,
,,,,,,,,element,water,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,黏液射擊,,,,,,,
,,,,,,,,dual_element,arrow,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,2,damage,name,黏液射擊（強化）,,,,,,,
,,,,,,,,constant,50+SLv*5,,,,,,,
,,,,,,,,multiplier,150+SLv*5+$BDEX,,,,,,,
,,,,,,,,ailment_name,遲緩,,,,,,,
,,,,,,,,ailment_chance,80+SLv*2,,,,,,,
,,,,,,,,element,water,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,dual_element,arrow,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
5,,非預設,弩,,,1,,multiplier,150+SLv*5,,,,,,,
,,,,,,,,ailment_chance,20+SLv*2,,,,,,,
,,,,,,2,,multiplier,200+SLv*5+$BDEX,,,,,,,
,,,,,,,,ailment_chance,20+SLv*2,,,,,,,
5,,非預設,,箭矢,,1,,ailment_chance,50+SLv*2,,,,,,,
,,,,,,2,,ailment_chance,50+SLv*2,,,,,,,
5,,歷史紀錄,1,2020/07/16,,-,text,text,新增「造成異常狀態時追加傷害加成」的效果。,,,,,,,
5,,歷史紀錄,2,2020/07/16,,-,text,text,新增「造成異常狀態時追加傷害加成」的效果。,,,,,,,
,,,,,,,,,,,,,,,,
6,麻痺射擊,預設/and,弓,箭矢,,-,text,text,對目標施展麻痺射擊，成功命中後一定時間內提升自己的穩定率。若本次攻擊可成功對目標造成異常狀態，技能效果獲得強化。,,300,14,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,branch,麻痺射擊,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,100+SLv*20,,,,,,,
,,,,,,,,multiplier,210+SLv*5,,,,,,,
,,,,,,,,ailment_name,麻痺,,,,,,,
,,,,,,,,ailment_chance,90+SLv*2,,,,,,,
,,,,,,,,element,wind,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,麻痺射擊,,,,,,,
,,,,,,,,dual_element,arrow,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,2,damage,constant,100+SLv*20,,,,,,,
,,,,,,,,multiplier,310+SLv*5+$BDEX,,,,,,,
,,,,,,,,ailment_name,麻痺,,,,,,,
,,,,,,,,ailment_chance,90+SLv*2,,,,,,,
,,,,,,,,element,wind,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,麻痺射擊（強化）,,,,,,,
,,,,,,,,dual_element,arrow,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,-,effect,stability,SLv,,,,,,,
,,,,,,,,condition,hit,,,,,,,
,,,,,,,,duration,10,,,,,,,
,,,,,,,,duration.registlet,RLv,,,,,,,
6,,非預設,弓,,,1,,ailment_chance,70+SLv*2,,,,,,,
,,,,,,2,,ailment_chance,70+SLv*2,,,,,,,
6,,非預設,弩,,,1,,multiplier,260+SLv*5,,,,,,,
,,,,,,,,ailment_chance,30+SLv*2,,,,,,,
,,,,,,2,,multiplier,360+SLv*5+$BDEX,,,,,,,
,,,,,,,,ailment_chance,30+SLv*2,,,,,,,
6,,非預設,,箭矢,,1,,multiplier,110+SLv*5,,,,,,,
,,,,,,,,ailment_chance,70+SLv*2,,,,,,,
,,,,,,2,,multiplier,210+SLv*5+$BDEX,,,,,,,
,,,,,,,,ailment_chance,70+SLv*2,,,,,,,
6,,歷史紀錄,0,2020/07/16,,-,text,text,新增「造成異常狀態時追加傷害加成」的效果。,,,,,,,
6,,歷史紀錄,1,2020/07/16,,-,text,text,新增「造成異常狀態時追加傷害加成」的效果。,,,,,,,
6,,歷史紀錄,2,2020/07/16,,-,text,text,新增「造成異常狀態時追加傷害加成」的效果。,,,,,,,
6,,歷史紀錄,0,2025/04/24,,1,,ailment_chance,70+SLv*2,,,,,,,
,,,,,,2,,ailment_chance,70+SLv*2,,,,,,,
6,,歷史紀錄,3,2025/04/24,,1,,ailment_chance,50+SLv*2,,,,,,,
,,,,,,2,,ailment_chance,50+SLv*2,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
7,煙霧彈,預設/and,弓,箭矢,,-,text,text,對目標施展煙霧彈，成功命中後一定時間內提升自己的命中。若本次攻擊可成功對目標造成異常狀態，技能效果獲得強化。,,500,14,瞬發,可以放入連擊,,
,,,,,,,,is_mark,1,,,,,,,
,,,,,,,,branch,煙霧彈,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,
,,,,,,1,damage,constant,200+SLv*30,,,,,,,
,,,,,,,,multiplier,320+SLv*5,,,,,,,
,,,,,,,,ailment_name,盲目,,,,,,,
,,,,,,,,ailment_chance,90+SLv*2,,,,,,,
,,,,,,,,element,dark,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,煙霧彈,,,,,,,
,,,,,,,,dual_element,arrow,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,2,damage,constant,200+SLv*30,,,,,,,
,,,,,,,,multiplier,520+SLv*5+$BDEX,,,,,,,
,,,,,,,,ailment_name,盲目,,,,,,,
,,,,,,,,ailment_chance,90+SLv*2,,,,,,,
,,,,,,,,element,dark,,,,,,,
,,,,,,,,range_damage,1,,,,,,,
,,,,,,,,name,煙霧彈（強化）,,,,,,,
,,,,,,,,dual_element,arrow,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,
